,demarcation.label,demarcation.code,amount_type.code,item.label,amount.sum
2014,Tsolwana,EC132,AUDA,Investment in Associate,0
2014,Tsolwana,EC132,AUDA,Agricultural,0
2014,Tsolwana,EC132,AUDA,Biological,0
2014,Tsolwana,EC132,AUDA,Intangible,92047
2014,Tsolwana,EC132,AUDA,Other Non-Current Assets,0
2014,Tsolwana,EC132,AUDA,Total Non-Current Assets,78441071
2014,Tsolwana,EC132,AUDA,Current Assets,0
2014,Tsolwana,EC132,AUDA,Call Investment Deposits,9550925
2014,Tsolwana,EC132,AUDA,Inventory,788131
2014,Tsolwana,EC132,AUDA,Consumer Debtors,2911207
2014,Tsolwana,EC132,AUDA,Other Debtors,2298212
2014,Tsolwana,EC132,AUDA,Current Portion Of Long-Term Receivables,1162925
2014,Tsolwana,EC132,AUDA,Cash,3841987
2014,Tsolwana,EC132,AUDA,Total Current Assets,20553387
2014,Tsolwana,EC132,AUDA,Total Assets,98994458
2014,Inkwanca,EC133,AUDA,COMMUNITY WEALTH / EQUITY,0
2014,Inkwanca,EC133,AUDA,Community Wealth,0
2014,Inkwanca,EC133,AUDA,Housing Development Fund,0
2014,Inkwanca,EC133,AUDA,Reserves,0
2014,Inkwanca,EC133,AUDA,Accumulated Surplus/(Deficit),139406554
2014,Inkwanca,EC133,AUDA,Minorities Interests,0
2014,Inkwanca,EC133,AUDA,Total Community Wealth / Equity,139406554
2014,Inkwanca,EC133,AUDA,Non-Current Liabilities,0
2014,Inkwanca,EC133,AUDA,Borrowing,278429
2014,Inkwanca,EC133,AUDA,Non-Current Provisions,0
2014,Inkwanca,EC133,AUDA,Total Non-Current Liabilities,278429
2014,Inkwanca,EC133,AUDA,Current Liabilities,0
2014,Inkwanca,EC133,AUDA,Consumer Deposits,208907
2014,Inkwanca,EC133,AUDA,Provisions,436992
2014,Inkwanca,EC133,AUDA,Creditors,21185652
2014,Inkwanca,EC133,AUDA,Conditional Grants and Receipts,621725
2014,Inkwanca,EC133,AUDA,Bank Overdraft,0
2014,Inkwanca,EC133,AUDA,Borrowing,185503
2014,Inkwanca,EC133,AUDA,Total Current Liabilities,22638779
2014,Inkwanca,EC133,AUDA,Total Net Assets and Liabilities,162323762
2014,Inkwanca,EC133,AUDA,ASSETS,0
2014,Inkwanca,EC133,AUDA,Non-Current Assets,0
2014,Inkwanca,EC133,AUDA,Property Plant and Equipment,156935361
2014,Inkwanca,EC133,AUDA,Non-Current Investments,0
2014,Inkwanca,EC133,AUDA,Long-term Receivables,0
2014,Inkwanca,EC133,AUDA,Investment Property,286091
2014,Inkwanca,EC133,AUDA,Investment in Associate,0
2014,Inkwanca,EC133,AUDA,Agricultural,0
2014,Inkwanca,EC133,AUDA,Biological,0
2014,Inkwanca,EC133,AUDA,Intangible,0
2014,Inkwanca,EC133,AUDA,Other Non-Current Assets,0
2014,Inkwanca,EC133,AUDA,Total Non-Current Assets,157221452
2014,Inkwanca,EC133,AUDA,Current Assets,0
2014,Inkwanca,EC133,AUDA,Call Investment Deposits,0
2014,Inkwanca,EC133,AUDA,Inventory,15166
2014,Inkwanca,EC133,AUDA,Consumer Debtors,3482877
2014,Inkwanca,EC133,AUDA,Other Debtors,1457068
2014,Inkwanca,EC133,AUDA,Current Portion Of Long-Term Receivables,0
2014,Inkwanca,EC133,AUDA,Cash,147199
2014,Inkwanca,EC133,AUDA,Total Current Assets,5102310
2014,Inkwanca,EC133,AUDA,Total Assets,162323762
2014,Lukanji,EC134,AUDA,COMMUNITY WEALTH / EQUITY,0
2014,Lukanji,EC134,AUDA,Community Wealth,0
2014,Lukanji,EC134,AUDA,Housing Development Fund,0
2014,Lukanji,EC134,AUDA,Reserves,0
2014,Lukanji,EC134,AUDA,Accumulated Surplus/(Deficit),1320911575
2014,Lukanji,EC134,AUDA,Minorities Interests,0
2014,Lukanji,EC134,AUDA,Total Community Wealth / Equity,1320911575
2014,Lukanji,EC134,AUDA,Non-Current Liabilities,0
2014,Lukanji,EC134,AUDA,Borrowing,629690
2014,Lukanji,EC134,AUDA,Non-Current Provisions,73282736
2014,Lukanji,EC134,AUDA,Total Non-Current Liabilities,73912426
2014,Lukanji,EC134,AUDA,Current Liabilities,0
2014,Lukanji,EC134,AUDA,Consumer Deposits,8922314
2014,Lukanji,EC134,AUDA,Provisions,0
2014,Lukanji,EC134,AUDA,Creditors,64340576
2014,Lukanji,EC134,AUDA,Conditional Grants and Receipts,9464857
2014,Lukanji,EC134,AUDA,Bank Overdraft,0
2014,Lukanji,EC134,AUDA,Borrowing,594951
2014,Lukanji,EC134,AUDA,Total Current Liabilities,83322698
2014,Lukanji,EC134,AUDA,Total Net Assets and Liabilities,1478146699
2014,Lukanji,EC134,AUDA,ASSETS,0
2014,Lukanji,EC134,AUDA,Non-Current Assets,0
2014,Lukanji,EC134,AUDA,Property Plant and Equipment,961812230
2014,Lukanji,EC134,AUDA,Non-Current Investments,304533
2014,Lukanji,EC134,AUDA,Long-term Receivables,3438791
2014,Lukanji,EC134,AUDA,Investment Property,310561702
2014,Lukanji,EC134,AUDA,Investment in Associate,0
2014,Lukanji,EC134,AUDA,Agricultural,0
2014,Lukanji,EC134,AUDA,Biological,2592120
2014,Lukanji,EC134,AUDA,Intangible,0
2014,Lukanji,EC134,AUDA,Other Non-Current Assets,1049100
2014,Lukanji,EC134,AUDA,Total Non-Current Assets,1279758476
2014,Lukanji,EC134,AUDA,Current Assets,0
2014,Lukanji,EC134,AUDA,Call Investment Deposits,113538860
2014,Lukanji,EC134,AUDA,Inventory,7496
2014,Lukanji,EC134,AUDA,Consumer Debtors,36251160
2014,Lukanji,EC134,AUDA,Other Debtors,33165667
2014,Lukanji,EC134,AUDA,Current Portion Of Long-Term Receivables,0
2014,Lukanji,EC134,AUDA,Cash,15425040
2014,Lukanji,EC134,AUDA,Total Current Assets,198388223
2014,Lukanji,EC134,AUDA,Total Assets,1478146699
2014,Intsika Yethu,EC135,AUDA,COMMUNITY WEALTH / EQUITY,0
2014,Intsika Yethu,EC135,AUDA,Community Wealth,0
2014,Intsika Yethu,EC135,AUDA,Housing Development Fund,0
2014,Intsika Yethu,EC135,AUDA,Reserves,0
2014,Intsika Yethu,EC135,AUDA,Accumulated Surplus/(Deficit),543600675
2014,Intsika Yethu,EC135,AUDA,Minorities Interests,0
2014,Intsika Yethu,EC135,AUDA,Total Community Wealth / Equity,543600675
2014,Intsika Yethu,EC135,AUDA,Non-Current Liabilities,0
2014,Intsika Yethu,EC135,AUDA,Borrowing,0
2014,Intsika Yethu,EC135,AUDA,Non-Current Provisions,7971834
2014,Intsika Yethu,EC135,AUDA,Total Non-Current Liabilities,7971834
2014,Intsika Yethu,EC135,AUDA,Current Liabilities,0
2014,Intsika Yethu,EC135,AUDA,Consumer Deposits,0
2014,Intsika Yethu,EC135,AUDA,Provisions,3208227
2014,Intsika Yethu,EC135,AUDA,Creditors,28430085
2014,Intsika Yethu,EC135,AUDA,Conditional Grants and Receipts,0
2014,Intsika Yethu,EC135,AUDA,Bank Overdraft,0
2014,Intsika Yethu,EC135,AUDA,Borrowing,0
2014,Intsika Yethu,EC135,AUDA,Total Current Liabilities,31638312
2014,Intsika Yethu,EC135,AUDA,Total Net Assets and Liabilities,583210821
2014,Intsika Yethu,EC135,AUDA,ASSETS,0
2014,Intsika Yethu,EC135,AUDA,Non-Current Assets,0
2014,Intsika Yethu,EC135,AUDA,Property Plant and Equipment,433392094
2014,Intsika Yethu,EC135,AUDA,Non-Current Investments,0
2014,Intsika Yethu,EC135,AUDA,Long-term Receivables,0
2014,Intsika Yethu,EC135,AUDA,Investment Property,73306000
2014,Intsika Yethu,EC135,AUDA,Investment in Associate,0
2014,Intsika Yethu,EC135,AUDA,Agricultural,0
2014,Intsika Yethu,EC135,AUDA,Biological,0
2014,Intsika Yethu,EC135,AUDA,Intangible,287662
2014,Intsika Yethu,EC135,AUDA,Other Non-Current Assets,0
2014,Intsika Yethu,EC135,AUDA,Total Non-Current Assets,506985756
2014,Intsika Yethu,EC135,AUDA,Current Assets,0
2014,Intsika Yethu,EC135,AUDA,Call Investment Deposits,0
2014,Intsika Yethu,EC135,AUDA,Inventory,52059652
2014,Intsika Yethu,EC135,AUDA,Consumer Debtors,5348332
2014,Intsika Yethu,EC135,AUDA,Other Debtors,3314001
2014,Intsika Yethu,EC135,AUDA,Current Portion Of Long-Term Receivables,0
2014,Intsika Yethu,EC135,AUDA,Cash,15503080
2014,Intsika Yethu,EC135,AUDA,Total Current Assets,76225065
2014,Intsika Yethu,EC135,AUDA,Total Assets,583210821
2014,Emalahleni,EC136,AUDA,COMMUNITY WEALTH / EQUITY,0
2014,Emalahleni,EC136,AUDA,Community Wealth,0
2014,Emalahleni,EC136,AUDA,Housing Development Fund,0
2014,Emalahleni,EC136,AUDA,Reserves,0
2014,Emalahleni,EC136,AUDA,Accumulated Surplus/(Deficit),469543326
2014,Emalahleni,EC136,AUDA,Minorities Interests,0
2014,Emalahleni,EC136,AUDA,Total Community Wealth / Equity,469543326
2014,Emalahleni,EC136,AUDA,Non-Current Liabilities,0
2014,Emalahleni,EC136,AUDA,Borrowing,235000
2014,Emalahleni,EC136,AUDA,Non-Current Provisions,8718829
2014,Emalahleni,EC136,AUDA,Total Non-Current Liabilities,8953829
2014,Emalahleni,EC136,AUDA,Current Liabilities,0
2014,Emalahleni,EC136,AUDA,Consumer Deposits,0
2014,Emalahleni,EC136,AUDA,Provisions,6777654
2014,Emalahleni,EC136,AUDA,Creditors,16879000
2014,Emalahleni,EC136,AUDA,Conditional Grants and Receipts,0
2014,Emalahleni,EC136,AUDA,Bank Overdraft,0
2014,Emalahleni,EC136,AUDA,Borrowing,311099
2014,Emalahleni,EC136,AUDA,Total Current Liabilities,23967753
2014,Emalahleni,EC136,AUDA,Total Net Assets and Liabilities,502464908
2014,Emalahleni,EC136,AUDA,ASSETS,0
2014,Emalahleni,EC136,AUDA,Non-Current Assets,0
2014,Emalahleni,EC136,AUDA,Property Plant and Equipment,423192399
2014,Emalahleni,EC136,AUDA,Non-Current Investments,0
2014,Emalahleni,EC136,AUDA,Long-term Receivables,0
2014,Emalahleni,EC136,AUDA,Investment Property,8394358
2014,Emalahleni,EC136,AUDA,Investment in Associate,0
2014,Emalahleni,EC136,AUDA,Agricultural,0
2014,Emalahleni,EC136,AUDA,Biological,0
2014,Emalahleni,EC136,AUDA,Intangible,258565
2014,Emalahleni,EC136,AUDA,Other Non-Current Assets,123638
2014,Emalahleni,EC136,AUDA,Total Non-Current Assets,431968960
2014,Emalahleni,EC136,AUDA,Current Assets,0
2014,Emalahleni,EC136,AUDA,Call Investment Deposits,41614000
2014,Emalahleni,EC136,AUDA,Inventory,618865
2014,Emalahleni,EC136,AUDA,Consumer Debtors,16263835
2014,Emalahleni,EC136,AUDA,Other Debtors,2619998
2014,Emalahleni,EC136,AUDA,Current Portion Of Long-Term Receivables,0
2014,Emalahleni,EC136,AUDA,Cash,9379250
2014,Emalahleni,EC136,AUDA,Total Current Assets,70495948
2014,Emalahleni,EC136,AUDA,Total Assets,502464908
2014,Engcobo,EC137,AUDA,COMMUNITY WEALTH / EQUITY,0
2014,Engcobo,EC137,AUDA,Community Wealth,0
2014,Engcobo,EC137,AUDA,Housing Development Fund,0
2014,Engcobo,EC137,AUDA,Reserves,0
2014,Engcobo,EC137,AUDA,Accumulated Surplus/(Deficit),330232034
2014,Engcobo,EC137,AUDA,Minorities Interests,0
2014,Engcobo,EC137,AUDA,Total Community Wealth / Equity,330232034
2014,Engcobo,EC137,AUDA,Non-Current Liabilities,0
2014,Engcobo,EC137,AUDA,Borrowing,0
2014,Engcobo,EC137,AUDA,Non-Current Provisions,0
2014,Engcobo,EC137,AUDA,Total Non-Current Liabilities,0
2014,Engcobo,EC137,AUDA,Current Liabilities,0
2014,Engcobo,EC137,AUDA,Consumer Deposits,0
2014,Engcobo,EC137,AUDA,Provisions,12651035
2014,Engcobo,EC137,AUDA,Creditors,22088800
2014,Engcobo,EC137,AUDA,Conditional Grants and Receipts,0
2014,Engcobo,EC137,AUDA,Bank Overdraft,0
2014,Engcobo,EC137,AUDA,Borrowing,0
2014,Engcobo,EC137,AUDA,Total Current Liabilities,34739835
2014,Engcobo,EC137,AUDA,Total Net Assets and Liabilities,364971869
2014,Engcobo,EC137,AUDA,ASSETS,0
2014,Engcobo,EC137,AUDA,Non-Current Assets,0
2014,Engcobo,EC137,AUDA,Property Plant and Equipment,309507001
2014,Engcobo,EC137,AUDA,Non-Current Investments,0
2014,Engcobo,EC137,AUDA,Long-term Receivables,0
2014,Engcobo,EC137,AUDA,Investment Property,0
2014,Engcobo,EC137,AUDA,Investment in Associate,0
2014,Engcobo,EC137,AUDA,Agricultural,0
2014,Engcobo,EC137,AUDA,Biological,0
2014,Engcobo,EC137,AUDA,Intangible,393624
2014,Engcobo,EC137,AUDA,Other Non-Current Assets,0
2014,Engcobo,EC137,AUDA,Total Non-Current Assets,309900625
2014,Engcobo,EC137,AUDA,Current Assets,0
2014,Engcobo,EC137,AUDA,Call Investment Deposits,7118799
2014,Engcobo,EC137,AUDA,Inventory,762418
2014,Engcobo,EC137,AUDA,Consumer Debtors,2587396
2014,Engcobo,EC137,AUDA,Other Debtors,2510837
2014,Engcobo,EC137,AUDA,Current Portion Of Long-Term Receivables,0
2014,Engcobo,EC137,AUDA,Cash,42091794
2014,Engcobo,EC137,AUDA,Total Current Assets,55071244
2014,Engcobo,EC137,AUDA,Total Assets,364971869
2014,Sakhisizwe,EC138,AUDA,COMMUNITY WEALTH / EQUITY,0
2014,Sakhisizwe,EC138,AUDA,Community Wealth,0
2014,Sakhisizwe,EC138,AUDA,Housing Development Fund,0
2014,Sakhisizwe,EC138,AUDA,Reserves,0
2014,Sakhisizwe,EC138,AUDA,Accumulated Surplus/(Deficit),154862891
2014,Sakhisizwe,EC138,AUDA,Minorities Interests,0
2014,Sakhisizwe,EC138,AUDA,Total Community Wealth / Equity,154862891
2014,Sakhisizwe,EC138,AUDA,Non-Current Liabilities,0
2014,Sakhisizwe,EC138,AUDA,Borrowing,1719806
2014,Sakhisizwe,EC138,AUDA,Non-Current Provisions,5134915
2014,Sakhisizwe,EC138,AUDA,Total Non-Current Liabilities,6854721
2014,Sakhisizwe,EC138,AUDA,Current Liabilities,0
2014,Sakhisizwe,EC138,AUDA,Consumer Deposits,141752
2014,Sakhisizwe,EC138,AUDA,Provisions,990466
2014,Sakhisizwe,EC138,AUDA,Creditors,14071242
2014,Sakhisizwe,EC138,AUDA,Conditional Grants and Receipts,1882764
2014,Sakhisizwe,EC138,AUDA,Bank Overdraft,0
2014,Sakhisizwe,EC138,AUDA,Borrowing,2972591
2014,Sakhisizwe,EC138,AUDA,Total Current Liabilities,20058815
2014,Sakhisizwe,EC138,AUDA,Total Net Assets and Liabilities,181776427
2014,Sakhisizwe,EC138,AUDA,ASSETS,0
2014,Sakhisizwe,EC138,AUDA,Non-Current Assets,0
2014,Sakhisizwe,EC138,AUDA,Property Plant and Equipment,141630441
2014,Sakhisizwe,EC138,AUDA,Non-Current Investments,0
2014,Sakhisizwe,EC138,AUDA,Long-term Receivables,0
2014,Sakhisizwe,EC138,AUDA,Investment Property,34400312
2014,Sakhisizwe,EC138,AUDA,Investment in Associate,0
2014,Sakhisizwe,EC138,AUDA,Agricultural,0
2014,Sakhisizwe,EC138,AUDA,Biological,0
2014,Sakhisizwe,EC138,AUDA,Intangible,0
2014,Sakhisizwe,EC138,AUDA,Other Non-Current Assets,295097
2014,Sakhisizwe,EC138,AUDA,Total Non-Current Assets,176325850
2014,Sakhisizwe,EC138,AUDA,Current Assets,0
2014,Sakhisizwe,EC138,AUDA,Call Investment Deposits,1474366
2014,Sakhisizwe,EC138,AUDA,Inventory,1014271
2014,Sakhisizwe,EC138,AUDA,Consumer Debtors,1228623
2014,Sakhisizwe,EC138,AUDA,Other Debtors,1117426
2014,Sakhisizwe,EC138,AUDA,Current Portion Of Long-Term Receivables,0
2014,Sakhisizwe,EC138,AUDA,Cash,615891
2014,Sakhisizwe,EC138,AUDA,Total Current Assets,5450577
2014,Sakhisizwe,EC138,AUDA,Total Assets,181776427
2014,Elundini,EC141,AUDA,COMMUNITY WEALTH / EQUITY,0
2014,Elundini,EC141,AUDA,Community Wealth,0
2014,Elundini,EC141,AUDA,Housing Development Fund,0
2014,Elundini,EC141,AUDA,Reserves,0
2014,Elundini,EC141,AUDA,Accumulated Surplus/(Deficit),323816392
2014,Elundini,EC141,AUDA,Minorities Interests,0
2014,Elundini,EC141,AUDA,Total Community Wealth / Equity,323816392
2014,Elundini,EC141,AUDA,Non-Current Liabilities,0
2014,Elundini,EC141,AUDA,Borrowing,68594
2014,Elundini,EC141,AUDA,Non-Current Provisions,9897564
2014,Elundini,EC141,AUDA,Total Non-Current Liabilities,9966158
2014,Elundini,EC141,AUDA,Current Liabilities,0
2014,Elundini,EC141,AUDA,Consumer Deposits,344192
2014,Elundini,EC141,AUDA,Provisions,8048128
2014,Elundini,EC141,AUDA,Creditors,24033011
2014,Elundini,EC141,AUDA,Conditional Grants and Receipts,10488961
2014,Elundini,EC141,AUDA,Bank Overdraft,0
2014,Elundini,EC141,AUDA,Borrowing,274709
2014,Elundini,EC141,AUDA,Total Current Liabilities,43189001
2014,Elundini,EC141,AUDA,Total Net Assets and Liabilities,376971551
2014,Elundini,EC141,AUDA,ASSETS,0
2014,Elundini,EC141,AUDA,Non-Current Assets,0
2014,Elundini,EC141,AUDA,Property Plant and Equipment,308840652
2014,Elundini,EC141,AUDA,Non-Current Investments,0
2014,Elundini,EC141,AUDA,Long-term Receivables,0
2014,Elundini,EC141,AUDA,Investment Property,35458902
2014,Elundini,EC141,AUDA,Investment in Associate,0
2014,Elundini,EC141,AUDA,Agricultural,0
2014,Elundini,EC141,AUDA,Biological,0
2014,Elundini,EC141,AUDA,Intangible,347172
2014,Elundini,EC141,AUDA,Other Non-Current Assets,0
2014,Elundini,EC141,AUDA,Total Non-Current Assets,344646726
2014,Elundini,EC141,AUDA,Current Assets,0
2014,Elundini,EC141,AUDA,Call Investment Deposits,0
2014,Elundini,EC141,AUDA,Inventory,419532
2014,Elundini,EC141,AUDA,Consumer Debtors,3734507
2014,Elundini,EC141,AUDA,Other Debtors,3330513
2014,Elundini,EC141,AUDA,Current Portion Of Long-Term Receivables,607666
2014,Elundini,EC141,AUDA,Cash,24232607
2014,Elundini,EC141,AUDA,Total Current Assets,32324825
2014,Elundini,EC141,AUDA,Total Assets,376971551
2014,Senqu,EC142,AUDA,COMMUNITY WEALTH / EQUITY,0
2014,Senqu,EC142,AUDA,Community Wealth,0
2014,Senqu,EC142,AUDA,Housing Development Fund,0
2014,Senqu,EC142,AUDA,Reserves,2058390
2014,Senqu,EC142,AUDA,Accumulated Surplus/(Deficit),367844466
2014,Senqu,EC142,AUDA,Minorities Interests,0
2014,Senqu,EC142,AUDA,Total Community Wealth / Equity,369902856
2014,Senqu,EC142,AUDA,Non-Current Liabilities,0
2014,Senqu,EC142,AUDA,Borrowing,13645472
2014,Senqu,EC142,AUDA,Non-Current Provisions,14829033
2014,Senqu,EC142,AUDA,Total Non-Current Liabilities,28474505
2014,Senqu,EC142,AUDA,Current Liabilities,0
2014,Senqu,EC142,AUDA,Consumer Deposits,1118521
2014,Senqu,EC142,AUDA,Provisions,6295047
2014,Senqu,EC142,AUDA,Creditors,9927462
2014,Senqu,EC142,AUDA,Conditional Grants and Receipts,11300729
2014,Senqu,EC142,AUDA,Bank Overdraft,0
2014,Senqu,EC142,AUDA,Borrowing,791775
2014,Senqu,EC142,AUDA,Total Current Liabilities,29433534
2014,Senqu,EC142,AUDA,Total Net Assets and Liabilities,427810895
2014,Senqu,EC142,AUDA,ASSETS,0
2014,Senqu,EC142,AUDA,Non-Current Assets,0
2014,Senqu,EC142,AUDA,Property Plant and Equipment,236764090
2014,Senqu,EC142,AUDA,Non-Current Investments,0
2014,Senqu,EC142,AUDA,Long-term Receivables,0
2014,Senqu,EC142,AUDA,Investment Property,8663500
2014,Senqu,EC142,AUDA,Investment in Associate,0
2014,Senqu,EC142,AUDA,Agricultural,0
2014,Senqu,EC142,AUDA,Biological,0
2014,Senqu,EC142,AUDA,Intangible,160005
2014,Senqu,EC142,AUDA,Other Non-Current Assets,1161510
2014,Senqu,EC142,AUDA,Total Non-Current Assets,246749105
2014,Senqu,EC142,AUDA,Current Assets,0
2014,Senqu,EC142,AUDA,Call Investment Deposits,161791490
2014,Senqu,EC142,AUDA,Inventory,1606271
2014,Senqu,EC142,AUDA,Consumer Debtors,10757033
2014,Senqu,EC142,AUDA,Other Debtors,5708532
2014,Senqu,EC142,AUDA,Current Portion Of Long-Term Receivables,0
2014,Senqu,EC142,AUDA,Cash,1198464
2014,Senqu,EC142,AUDA,Total Current Assets,181061790
2014,Senqu,EC142,AUDA,Total Assets,427810895
2014,Maletswai,EC143,AUDA,COMMUNITY WEALTH / EQUITY,0
2014,Maletswai,EC143,AUDA,Community Wealth,0
2014,Maletswai,EC143,AUDA,Housing Development Fund,0
2014,Maletswai,EC143,AUDA,Reserves,0
2014,Maletswai,EC143,AUDA,Accumulated Surplus/(Deficit),191231634
2014,Maletswai,EC143,AUDA,Minorities Interests,0
2014,Maletswai,EC143,AUDA,Total Community Wealth / Equity,191231634
2014,Maletswai,EC143,AUDA,Non-Current Liabilities,0
2014,Maletswai,EC143,AUDA,Borrowing,4850037
2014,Maletswai,EC143,AUDA,Non-Current Provisions,16250041
2014,Maletswai,EC143,AUDA,Total Non-Current Liabilities,21100078
2014,Maletswai,EC143,AUDA,Current Liabilities,0
2014,Maletswai,EC143,AUDA,Consumer Deposits,2019593
2014,Maletswai,EC143,AUDA,Provisions,8266777
2014,Maletswai,EC143,AUDA,Creditors,59580610
2014,Maletswai,EC143,AUDA,Conditional Grants and Receipts,0
2014,Maletswai,EC143,AUDA,Bank Overdraft,0
2014,Maletswai,EC143,AUDA,Borrowing,1666336
2014,Maletswai,EC143,AUDA,Total Current Liabilities,71533316
2014,Maletswai,EC143,AUDA,Total Net Assets and Liabilities,283865028
2014,Maletswai,EC143,AUDA,ASSETS,0
2014,Maletswai,EC143,AUDA,Non-Current Assets,0
2014,Maletswai,EC143,AUDA,Property Plant and Equipment,210471050
2014,Maletswai,EC143,AUDA,Non-Current Investments,740904
2014,Maletswai,EC143,AUDA,Long-term Receivables,0
2014,Maletswai,EC143,AUDA,Investment Property,47880058
2014,Maletswai,EC143,AUDA,Investment in Associate,0
2014,Maletswai,EC143,AUDA,Agricultural,0
2014,Maletswai,EC143,AUDA,Biological,1867509
2014,Maletswai,EC143,AUDA,Intangible,315109
2014,Maletswai,EC143,AUDA,Other Non-Current Assets,0
2014,Maletswai,EC143,AUDA,Total Non-Current Assets,261274630
2014,Maletswai,EC143,AUDA,Current Assets,0
2014,Maletswai,EC143,AUDA,Call Investment Deposits,0
2014,Maletswai,EC143,AUDA,Inventory,755524
2014,Maletswai,EC143,AUDA,Consumer Debtors,8348562
2014,Maletswai,EC143,AUDA,Other Debtors,4590831
2014,Maletswai,EC143,AUDA,Current Portion Of Long-Term Receivables,0
2014,Maletswai,EC143,AUDA,Cash,8895481
2014,Maletswai,EC143,AUDA,Total Current Assets,22590398
2014,Maletswai,EC143,AUDA,Total Assets,283865028
2014,Gariep,EC144,AUDA,COMMUNITY WEALTH / EQUITY,0
2014,Gariep,EC144,AUDA,Community Wealth,0
2014,Gariep,EC144,AUDA,Housing Development Fund,0
2014,Gariep,EC144,AUDA,Reserves,0
2014,Gariep,EC144,AUDA,Accumulated Surplus/(Deficit),247336563
2014,Gariep,EC144,AUDA,Minorities Interests,0
2014,Gariep,EC144,AUDA,Total Community Wealth / Equity,247336563
2014,Gariep,EC144,AUDA,Non-Current Liabilities,0
2014,Gariep,EC144,AUDA,Borrowing,3300110
2014,Gariep,EC144,AUDA,Non-Current Provisions,23304931
2014,Gariep,EC144,AUDA,Total Non-Current Liabilities,26605041
2014,Gariep,EC144,AUDA,Current Liabilities,0
2014,Gariep,EC144,AUDA,Consumer Deposits,60241
2014,Gariep,EC144,AUDA,Provisions,576000
2014,Gariep,EC144,AUDA,Creditors,71903851
2014,Gariep,EC144,AUDA,Conditional Grants and Receipts,3630573
2014,Gariep,EC144,AUDA,Bank Overdraft,0
2014,Gariep,EC144,AUDA,Borrowing,1834073
2014,Gariep,EC144,AUDA,Total Current Liabilities,78004738
2014,Gariep,EC144,AUDA,Total Net Assets and Liabilities,351946342
2014,Gariep,EC144,AUDA,ASSETS,0
2014,Gariep,EC144,AUDA,Non-Current Assets,0
2014,Gariep,EC144,AUDA,Property Plant and Equipment,227704369
2014,Gariep,EC144,AUDA,Non-Current Investments,0
2014,Gariep,EC144,AUDA,Long-term Receivables,0
2014,Gariep,EC144,AUDA,Investment Property,101728730
2014,Gariep,EC144,AUDA,Investment in Associate,0
2014,Gariep,EC144,AUDA,Agricultural,0
2014,Gariep,EC144,AUDA,Biological,244775
2014,Gariep,EC144,AUDA,Intangible,517546
2014,Gariep,EC144,AUDA,Other Non-Current Assets,663162
2014,Gariep,EC144,AUDA,Total Non-Current Assets,330858582
2014,Gariep,EC144,AUDA,Current Assets,0
2014,Gariep,EC144,AUDA,Call Investment Deposits,900863
2014,Gariep,EC144,AUDA,Inventory,99195
2014,Gariep,EC144,AUDA,Consumer Debtors,7590702
2014,Gariep,EC144,AUDA,Other Debtors,12048135
2014,Gariep,EC144,AUDA,Current Portion Of Long-Term Receivables,0
2014,Gariep,EC144,AUDA,Cash,448865
2014,Gariep,EC144,AUDA,Total Current Assets,21087760
2014,Gariep,EC144,AUDA,Total Assets,351946342
2014,Ngquza Hill,EC153,AUDA,COMMUNITY WEALTH / EQUITY,0
2014,Ngquza Hill,EC153,AUDA,Community Wealth,0
2014,Ngquza Hill,EC153,AUDA,Housing Development Fund,0
2014,Ngquza Hill,EC153,AUDA,Reserves,0
2014,Ngquza Hill,EC153,AUDA,Accumulated Surplus/(Deficit),869091392
2014,Ngquza Hill,EC153,AUDA,Minorities Interests,0
2014,Ngquza Hill,EC153,AUDA,Total Community Wealth / Equity,869091392
2014,Ngquza Hill,EC153,AUDA,Non-Current Liabilities,0
2014,Ngquza Hill,EC153,AUDA,Borrowing,6891691
2014,Ngquza Hill,EC153,AUDA,Non-Current Provisions,3203074
2014,Ngquza Hill,EC153,AUDA,Total Non-Current Liabilities,10094765
2014,Ngquza Hill,EC153,AUDA,Current Liabilities,0
2014,Ngquza Hill,EC153,AUDA,Consumer Deposits,0
2014,Ngquza Hill,EC153,AUDA,Provisions,4594227
2014,Ngquza Hill,EC153,AUDA,Creditors,13980425
2014,Ngquza Hill,EC153,AUDA,Conditional Grants and Receipts,12467162
2014,Ngquza Hill,EC153,AUDA,Bank Overdraft,0
2014,Ngquza Hill,EC153,AUDA,Borrowing,103373
2014,Ngquza Hill,EC153,AUDA,Total Current Liabilities,31145187
2014,Ngquza Hill,EC153,AUDA,Total Net Assets and Liabilities,910331344
2014,Ngquza Hill,EC153,AUDA,ASSETS,0
2014,Ngquza Hill,EC153,AUDA,Non-Current Assets,0
2014,Ngquza Hill,EC153,AUDA,Property Plant and Equipment,377943975
2014,Ngquza Hill,EC153,AUDA,Non-Current Investments,0
2014,Ngquza Hill,EC153,AUDA,Long-term Receivables,0
2014,Ngquza Hill,EC153,AUDA,Investment Property,459341100
2014,Ngquza Hill,EC153,AUDA,Investment in Associate,0
2014,Ngquza Hill,EC153,AUDA,Agricultural,0
2014,Ngquza Hill,EC153,AUDA,Biological,0
2014,Ngquza Hill,EC153,AUDA,Intangible,87250
2014,Ngquza Hill,EC153,AUDA,Other Non-Current Assets,4738950
2014,Ngquza Hill,EC153,AUDA,Total Non-Current Assets,842111275
