,total_amount,account_type,mun_code,mun_name,label
2013,0,AUDA,MP305,Lekwa,Other Cash Flows/Payments by Type
2013,44819000,AUDA,MP305,Lekwa,Capital assets
2013,1102000,AUDA,MP305,Lekwa,Repayment of borrowing
2013,0,AUDA,MP305,Lekwa,Other Cash Flows/Payments
2013,410478000,AUDA,MP305,Lekwa,Total Cash Payments by Type
2013,11858000,AUDA,MP305,Lekwa,Net Increase/(Decrease) in Cash Held
2013,17017000,AUDA,MP305,Lekwa,Cash/cash equivalents at the month/year begin:
2013,28875000,AUDA,MP305,Lekwa,Cash/cash equivalents at the month/year end:
2013,0,AUDA,MP306,Dipaleseng,Cash Receipts by Source
2013,0,AUDA,MP306,Dipaleseng,Property rates
2013,0,AUDA,MP306,Dipaleseng,Property rates - penalties & collection charges
2013,0,AUDA,MP306,Dipaleseng,Service charges - electricity revenue
2013,0,AUDA,MP306,Dipaleseng,Service charges - water revenue
2013,0,AUDA,MP306,Dipaleseng,Service charges - sanitation revenue
2013,0,AUDA,MP306,Dipaleseng,Service charges - refuse revenue
2013,0,AUDA,MP306,Dipaleseng,Service charges - other
2013,0,AUDA,MP306,Dipaleseng,Rental of facilities and equipment
2013,14173477,AUDA,MP306,Dipaleseng,Interest earned - external investments
2013,0,AUDA,MP306,Dipaleseng,Interest earned - outstanding debtors
2013,0,AUDA,MP306,Dipaleseng,Dividends received
2013,0,AUDA,MP306,Dipaleseng,Fines
2013,0,AUDA,MP306,Dipaleseng,Licences and permits
2013,0,AUDA,MP306,Dipaleseng,Agency services
2013,69174000,AUDA,MP306,Dipaleseng,Transfer receipts - operational
2013,34807288,AUDA,MP306,Dipaleseng,Other revenue
2013,118154765,AUDA,MP306,Dipaleseng,Cash Receipts by Source
2013,0,AUDA,MP306,Dipaleseng,Other Cash Flows/Receipts by Source
2013,0,AUDA,MP306,Dipaleseng,Transfer receipts - capital
2013,0,AUDA,MP306,Dipaleseng,Contributions recognised - capital & Contributed assets
2013,0,AUDA,MP306,Dipaleseng,Proceeds on disposal of PPE
2013,0,AUDA,MP306,Dipaleseng,Short term loans
2013,0,AUDA,MP306,Dipaleseng,Borrowing long term/refinancing
2013,0,AUDA,MP306,Dipaleseng,Increase (decrease) in consumer deposits
2013,0,AUDA,MP306,Dipaleseng,Decrease (Increase) in non-current debtors
2013,938465,AUDA,MP306,Dipaleseng,Decrease (increase) other non-current receivables
2013,0,AUDA,MP306,Dipaleseng,Decrease (increase) in non-current investments
2013,119093230,AUDA,MP306,Dipaleseng,Total Cash Receipts by Source
2013,0,AUDA,MP306,Dipaleseng,Cash Payments by Type
2013,90725655,AUDA,MP306,Dipaleseng,Employee related costs
2013,0,AUDA,MP306,Dipaleseng,Remuneration of councillors
2013,0,AUDA,MP306,Dipaleseng,Collection costs
2013,1038889,AUDA,MP306,Dipaleseng,Interest paid
2013,0,AUDA,MP306,Dipaleseng,Bulk purchases - Electricity
2013,0,AUDA,MP306,Dipaleseng,Bulk purchases - Water & Sewer
2013,0,AUDA,MP306,Dipaleseng,Other materials
2013,0,AUDA,MP306,Dipaleseng,Contracted services
2013,0,AUDA,MP306,Dipaleseng,Grants and subsidies paid - other municipalities
2013,0,AUDA,MP306,Dipaleseng,Grants and subsidies paid - other
2013,0,AUDA,MP306,Dipaleseng,General expenses
2013,91764544,AUDA,MP306,Dipaleseng,Cash Payments by Type
2013,0,AUDA,MP306,Dipaleseng,Other Cash Flows/Payments by Type
2013,13331880,AUDA,MP306,Dipaleseng,Capital assets
2013,0,AUDA,MP306,Dipaleseng,Repayment of borrowing
2013,0,AUDA,MP306,Dipaleseng,Other Cash Flows/Payments
2013,105096424,AUDA,MP306,Dipaleseng,Total Cash Payments by Type
2013,13996806,AUDA,MP306,Dipaleseng,Net Increase/(Decrease) in Cash Held
2013,3427004,AUDA,MP306,Dipaleseng,Cash/cash equivalents at the month/year begin:
2013,17423810,AUDA,MP306,Dipaleseng,Cash/cash equivalents at the month/year end:
2013,0,AUDA,MP307,Govan Mbeki,Cash Receipts by Source
2013,154776032,AUDA,MP307,Govan Mbeki,Property rates
2013,0,AUDA,MP307,Govan Mbeki,Property rates - penalties & collection charges
2013,333723159,AUDA,MP307,Govan Mbeki,Service charges - electricity revenue
2013,257307343,AUDA,MP307,Govan Mbeki,Service charges - water revenue
2013,51651608,AUDA,MP307,Govan Mbeki,Service charges - sanitation revenue
2013,77162596,AUDA,MP307,Govan Mbeki,Service charges - refuse revenue
2013,0,AUDA,MP307,Govan Mbeki,Service charges - other
2013,0,AUDA,MP307,Govan Mbeki,Rental of facilities and equipment
2013,267410,AUDA,MP307,Govan Mbeki,Interest earned - external investments
2013,0,AUDA,MP307,Govan Mbeki,Interest earned - outstanding debtors
2013,0,AUDA,MP307,Govan Mbeki,Dividends received
2013,5652829,AUDA,MP307,Govan Mbeki,Fines
2013,0,AUDA,MP307,Govan Mbeki,Licences and permits
2013,0,AUDA,MP307,Govan Mbeki,Agency services
2013,193750767,AUDA,MP307,Govan Mbeki,Transfer receipts - operational
2013,133888322,AUDA,MP307,Govan Mbeki,Other revenue
2013,1208180066,AUDA,MP307,Govan Mbeki,Cash Receipts by Source
2013,0,AUDA,MP307,Govan Mbeki,Other Cash Flows/Receipts by Source
2013,97063763,AUDA,MP307,Govan Mbeki,Transfer receipts - capital
2013,0,AUDA,MP307,Govan Mbeki,Contributions recognised - capital & Contributed assets
2013,22154737,AUDA,MP307,Govan Mbeki,Proceeds on disposal of PPE
2013,0,AUDA,MP307,Govan Mbeki,Short term loans
2013,0,AUDA,MP307,Govan Mbeki,Borrowing long term/refinancing
2013,-3656315,AUDA,MP307,Govan Mbeki,Increase (decrease) in consumer deposits
2013,0,AUDA,MP307,Govan Mbeki,Decrease (Increase) in non-current debtors
2013,0,AUDA,MP307,Govan Mbeki,Decrease (increase) other non-current receivables
2013,4998314,AUDA,MP307,Govan Mbeki,Decrease (increase) in non-current investments
2013,1328740565,AUDA,MP307,Govan Mbeki,Total Cash Receipts by Source
2013,0,AUDA,MP307,Govan Mbeki,Cash Payments by Type
2013,320105427,AUDA,MP307,Govan Mbeki,Employee related costs
2013,15566880,AUDA,MP307,Govan Mbeki,Remuneration of councillors
2013,4975174,AUDA,MP307,Govan Mbeki,Collection costs
2013,32180,AUDA,MP307,Govan Mbeki,Interest paid
2013,418582321,AUDA,MP307,Govan Mbeki,Bulk purchases - Electricity
2013,160156083,AUDA,MP307,Govan Mbeki,Bulk purchases - Water & Sewer
2013,0,AUDA,MP307,Govan Mbeki,Other materials
2013,67667248,AUDA,MP307,Govan Mbeki,Contracted services
2013,0,AUDA,MP307,Govan Mbeki,Grants and subsidies paid - other municipalities
2013,0,AUDA,MP307,Govan Mbeki,Grants and subsidies paid - other
2013,204625176,AUDA,MP307,Govan Mbeki,General expenses
2013,1191710489,AUDA,MP307,Govan Mbeki,Cash Payments by Type
2013,0,AUDA,MP307,Govan Mbeki,Other Cash Flows/Payments by Type
2013,116819984,AUDA,MP307,Govan Mbeki,Capital assets
2013,2691549,AUDA,MP307,Govan Mbeki,Repayment of borrowing
2013,0,AUDA,MP307,Govan Mbeki,Other Cash Flows/Payments
2013,1311222022,AUDA,MP307,Govan Mbeki,Total Cash Payments by Type
2013,17518543,AUDA,MP307,Govan Mbeki,Net Increase/(Decrease) in Cash Held
2013,17966558,AUDA,MP307,Govan Mbeki,Cash/cash equivalents at the month/year begin:
2013,35485101,AUDA,MP307,Govan Mbeki,Cash/cash equivalents at the month/year end:
2013,0,AUDA,MP311,Victor Khanye,Cash Receipts by Source
2013,-148981470,AUDA,MP311,Victor Khanye,Property rates
2013,0,AUDA,MP311,Victor Khanye,Property rates - penalties & collection charges
2013,77862057,AUDA,MP311,Victor Khanye,Service charges - electricity revenue
2013,30038743,AUDA,MP311,Victor Khanye,Service charges - water revenue
2013,7317681,AUDA,MP311,Victor Khanye,Service charges - sanitation revenue
2013,8184599,AUDA,MP311,Victor Khanye,Service charges - refuse revenue
2013,0,AUDA,MP311,Victor Khanye,Service charges - other
2013,0,AUDA,MP311,Victor Khanye,Rental of facilities and equipment
2013,19900479,AUDA,MP311,Victor Khanye,Interest earned - external investments
2013,0,AUDA,MP311,Victor Khanye,Interest earned - outstanding debtors
2013,0,AUDA,MP311,Victor Khanye,Dividends received
2013,0,AUDA,MP311,Victor Khanye,Fines
2013,0,AUDA,MP311,Victor Khanye,Licences and permits
2013,0,AUDA,MP311,Victor Khanye,Agency services
2013,80527148,AUDA,MP311,Victor Khanye,Transfer receipts - operational
2013,18686955,AUDA,MP311,Victor Khanye,Other revenue
2013,93536192,AUDA,MP311,Victor Khanye,Cash Receipts by Source
2013,0,AUDA,MP311,Victor Khanye,Other Cash Flows/Receipts by Source
2013,8520013,AUDA,MP311,Victor Khanye,Transfer receipts - capital
2013,0,AUDA,MP311,Victor Khanye,Contributions recognised - capital & Contributed assets
2013,0,AUDA,MP311,Victor Khanye,Proceeds on disposal of PPE
2013,0,AUDA,MP311,Victor Khanye,Short term loans
2013,15550864,AUDA,MP311,Victor Khanye,Borrowing long term/refinancing
2013,1445707,AUDA,MP311,Victor Khanye,Increase (decrease) in consumer deposits
2013,0,AUDA,MP311,Victor Khanye,Decrease (Increase) in non-current debtors
2013,0,AUDA,MP311,Victor Khanye,Decrease (increase) other non-current receivables
2013,-401609,AUDA,MP311,Victor Khanye,Decrease (increase) in non-current investments
2013,118651167,AUDA,MP311,Victor Khanye,Total Cash Receipts by Source
2013,0,AUDA,MP311,Victor Khanye,Cash Payments by Type
2013,22447669,AUDA,MP311,Victor Khanye,Employee related costs
2013,0,AUDA,MP311,Victor Khanye,Remuneration of councillors
2013,0,AUDA,MP311,Victor Khanye,Collection costs
2013,909499,AUDA,MP311,Victor Khanye,Interest paid
2013,0,AUDA,MP311,Victor Khanye,Bulk purchases - Electricity
2013,0,AUDA,MP311,Victor Khanye,Bulk purchases - Water & Sewer
2013,0,AUDA,MP311,Victor Khanye,Other materials
2013,0,AUDA,MP311,Victor Khanye,Contracted services
2013,13513473,AUDA,MP311,Victor Khanye,Grants and subsidies paid - other municipalities
2013,0,AUDA,MP311,Victor Khanye,Grants and subsidies paid - other
2013,0,AUDA,MP311,Victor Khanye,General expenses
2013,36870641,AUDA,MP311,Victor Khanye,Cash Payments by Type
2013,0,AUDA,MP311,Victor Khanye,Other Cash Flows/Payments by Type
2013,0,AUDA,MP311,Victor Khanye,Capital assets
2013,0,AUDA,MP311,Victor Khanye,Repayment of borrowing
2013,0,AUDA,MP311,Victor Khanye,Other Cash Flows/Payments
2013,36870641,AUDA,MP311,Victor Khanye,Total Cash Payments by Type
2013,81780526,AUDA,MP311,Victor Khanye,Net Increase/(Decrease) in Cash Held
2013,50581817,AUDA,MP311,Victor Khanye,Cash/cash equivalents at the month/year begin:
2013,132362343,AUDA,MP311,Victor Khanye,Cash/cash equivalents at the month/year end:
2013,0,AUDA,MP312,Emalahleni,Cash Receipts by Source
2013,170576434,AUDA,MP312,Emalahleni,Property rates
2013,0,AUDA,MP312,Emalahleni,Property rates - penalties & collection charges
2013,452051809,AUDA,MP312,Emalahleni,Service charges - electricity revenue
2013,151881242,AUDA,MP312,Emalahleni,Service charges - water revenue
2013,56730311,AUDA,MP312,Emalahleni,Service charges - sanitation revenue
2013,46092738,AUDA,MP312,Emalahleni,Service charges - refuse revenue
2013,0,AUDA,MP312,Emalahleni,Service charges - other
2013,0,AUDA,MP312,Emalahleni,Rental of facilities and equipment
2013,0,AUDA,MP312,Emalahleni,Interest earned - external investments
2013,0,AUDA,MP312,Emalahleni,Interest earned - outstanding debtors
2013,0,AUDA,MP312,Emalahleni,Dividends received
2013,1169945,AUDA,MP312,Emalahleni,Fines
2013,2488288,AUDA,MP312,Emalahleni,Licences and permits
2013,15962472,AUDA,MP312,Emalahleni,Agency services
2013,189058586,AUDA,MP312,Emalahleni,Transfer receipts - operational
2013,662764686,AUDA,MP312,Emalahleni,Other revenue
2013,1748776511,AUDA,MP312,Emalahleni,Cash Receipts by Source
2013,0,AUDA,MP312,Emalahleni,Other Cash Flows/Receipts by Source
2013,116526035,AUDA,MP312,Emalahleni,Transfer receipts - capital
2013,0,AUDA,MP312,Emalahleni,Contributions recognised - capital & Contributed assets
2013,0,AUDA,MP312,Emalahleni,Proceeds on disposal of PPE
2013,0,AUDA,MP312,Emalahleni,Short term loans
2013,0,AUDA,MP312,Emalahleni,Borrowing long term/refinancing
2013,0,AUDA,MP312,Emalahleni,Increase (decrease) in consumer deposits
2013,-274528858,AUDA,MP312,Emalahleni,Decrease (Increase) in non-current debtors
2013,0,AUDA,MP312,Emalahleni,Decrease (increase) other non-current receivables
2013,0,AUDA,MP312,Emalahleni,Decrease (increase) in non-current investments
2013,1590773688,AUDA,MP312,Emalahleni,Total Cash Receipts by Source
2013,0,AUDA,MP312,Emalahleni,Cash Payments by Type
2013,338541675,AUDA,MP312,Emalahleni,Employee related costs
2013,17625260,AUDA,MP312,Emalahleni,Remuneration of councillors
2013,0,AUDA,MP312,Emalahleni,Collection costs
2013,24602070,AUDA,MP312,Emalahleni,Interest paid
2013,607684087,AUDA,MP312,Emalahleni,Bulk purchases - Electricity
2013,39473373,AUDA,MP312,Emalahleni,Bulk purchases - Water & Sewer
2013,18600573,AUDA,MP312,Emalahleni,Other materials
2013,9525102,AUDA,MP312,Emalahleni,Contracted services
2013,24269647,AUDA,MP312,Emalahleni,Grants and subsidies paid - other municipalities
2013,0,AUDA,MP312,Emalahleni,Grants and subsidies paid - other
2013,82797605,AUDA,MP312,Emalahleni,General expenses
2013,1163119392,AUDA,MP312,Emalahleni,Cash Payments by Type
2013,0,AUDA,MP312,Emalahleni,Other Cash Flows/Payments by Type
2013,108327963,AUDA,MP312,Emalahleni,Capital assets
2013,24920436,AUDA,MP312,Emalahleni,Repayment of borrowing
2013,308008641,AUDA,MP312,Emalahleni,Other Cash Flows/Payments
2013,1604376432,AUDA,MP312,Emalahleni,Total Cash Payments by Type
2013,-13602744,AUDA,MP312,Emalahleni,Net Increase/(Decrease) in Cash Held
2013,0,AUDA,MP312,Emalahleni,Cash/cash equivalents at the month/year begin:
2013,0,AUDA,MP312,Emalahleni,Cash/cash equivalents at the month/year end:
2013,0,AUDA,MP313,Steve Tshwete,Cash Receipts by Source
2013,230303644,AUDA,MP313,Steve Tshwete,Property rates
2013,0,AUDA,MP313,Steve Tshwete,Property rates - penalties & collection charges
2013,393197587,AUDA,MP313,Steve Tshwete,Service charges - electricity revenue
2013,56617772,AUDA,MP313,Steve Tshwete,Service charges - water revenue
2013,53853246,AUDA,MP313,Steve Tshwete,Service charges - sanitation revenue
2013,51526257,AUDA,MP313,Steve Tshwete,Service charges - refuse revenue
2013,0,AUDA,MP313,Steve Tshwete,Service charges - other
2013,14355983,AUDA,MP313,Steve Tshwete,Rental of facilities and equipment
2013,20894052,AUDA,MP313,Steve Tshwete,Interest earned - external investments
2013,1803908,AUDA,MP313,Steve Tshwete,Interest earned - outstanding debtors
2013,0,AUDA,MP313,Steve Tshwete,Dividends received
2013,5437808,AUDA,MP313,Steve Tshwete,Fines
2013,7274597,AUDA,MP313,Steve Tshwete,Licences and permits
2013,11309434,AUDA,MP313,Steve Tshwete,Agency services
2013,91380081,AUDA,MP313,Steve Tshwete,Transfer receipts - operational
2013,67224177,AUDA,MP313,Steve Tshwete,Other revenue
2013,1005178546,AUDA,MP313,Steve Tshwete,Cash Receipts by Source
2013,0,AUDA,MP313,Steve Tshwete,Other Cash Flows/Receipts by Source
2013,50559717,AUDA,MP313,Steve Tshwete,Transfer receipts - capital
2013,0,AUDA,MP313,Steve Tshwete,Contributions recognised - capital & Contributed assets
2013,57740,AUDA,MP313,Steve Tshwete,Proceeds on disposal of PPE
2013,0,AUDA,MP313,Steve Tshwete,Short term loans
2013,0,AUDA,MP313,Steve Tshwete,Borrowing long term/refinancing
2013,19129525,AUDA,MP313,Steve Tshwete,Increase (decrease) in consumer deposits
2013,0,AUDA,MP313,Steve Tshwete,Decrease (Increase) in non-current debtors
2013,213143,AUDA,MP313,Steve Tshwete,Decrease (increase) other non-current receivables
2013,0,AUDA,MP313,Steve Tshwete,Decrease (increase) in non-current investments
2013,1075138671,AUDA,MP313,Steve Tshwete,Total Cash Receipts by Source
2013,0,AUDA,MP313,Steve Tshwete,Cash Payments by Type
2013,289071174,AUDA,MP313,Steve Tshwete,Employee related costs
2013,15502253,AUDA,MP313,Steve Tshwete,Remuneration of councillors
2013,229298,AUDA,MP313,Steve Tshwete,Collection costs
2013,12170010,AUDA,MP313,Steve Tshwete,Interest paid
2013,279936422,AUDA,MP313,Steve Tshwete,Bulk purchases - Electricity
2013,8798661,AUDA,MP313,Steve Tshwete,Bulk purchases - Water & Sewer
2013,0,AUDA,MP313,Steve Tshwete,Other materials
2013,22696084,AUDA,MP313,Steve Tshwete,Contracted services
2013,0,AUDA,MP313,Steve Tshwete,Grants and subsidies paid - other municipalities
2013,49878154,AUDA,MP313,Steve Tshwete,Grants and subsidies paid - other
2013,150089131,AUDA,MP313,Steve Tshwete,General expenses
2013,828371187,AUDA,MP313,Steve Tshwete,Cash Payments by Type
2013,0,AUDA,MP313,Steve Tshwete,Other Cash Flows/Payments by Type
2013,228231650,AUDA,MP313,Steve Tshwete,Capital assets
2013,13243466,AUDA,MP313,Steve Tshwete,Repayment of borrowing
2013,6336200,AUDA,MP313,Steve Tshwete,Other Cash Flows/Payments
2013,1076182503,AUDA,MP313,Steve Tshwete,Total Cash Payments by Type
2013,-1043832,AUDA,MP313,Steve Tshwete,Net Increase/(Decrease) in Cash Held
2013,58439515,AUDA,MP313,Steve Tshwete,Cash/cash equivalents at the month/year begin:
2013,57395683,AUDA,MP313,Steve Tshwete,Cash/cash equivalents at the month/year end:
2013,0,AUDA,MP314,Emakhazeni,Cash Receipts by Source
2013,31288141,AUDA,MP314,Emakhazeni,Property rates
2013,0,AUDA,MP314,Emakhazeni,Property rates - penalties & collection charges
2013,36926649,AUDA,MP314,Emakhazeni,Service charges - electricity revenue
2013,10731621,AUDA,MP314,Emakhazeni,Service charges - water revenue
2013,7254609,AUDA,MP314,Emakhazeni,Service charges - sanitation revenue
2013,7331640,AUDA,MP314,Emakhazeni,Service charges - refuse revenue
2013,0,AUDA,MP314,Emakhazeni,Service charges - other
2013,529314,AUDA,MP314,Emakhazeni,Rental of facilities and equipment
2013,463559,AUDA,MP314,Emakhazeni,Interest earned - external investments
2013,0,AUDA,MP314,Emakhazeni,Interest earned - outstanding debtors
2013,0,AUDA,MP314,Emakhazeni,Dividends received
2013,5483025,AUDA,MP314,Emakhazeni,Fines
2013,32020,AUDA,MP314,Emakhazeni,Licences and permits
2013,2567592,AUDA,MP314,Emakhazeni,Agency services
2013,38880695,AUDA,MP314,Emakhazeni,Transfer receipts - operational
2013,1946289,AUDA,MP314,Emakhazeni,Other revenue
2013,143435154,AUDA,MP314,Emakhazeni,Cash Receipts by Source
2013,0,AUDA,MP314,Emakhazeni,Other Cash Flows/Receipts by Source
2013,15336141,AUDA,MP314,Emakhazeni,Transfer receipts - capital
2013,0,AUDA,MP314,Emakhazeni,Contributions recognised - capital & Contributed assets
2013,0,AUDA,MP314,Emakhazeni,Proceeds on disposal of PPE
2013,0,AUDA,MP314,Emakhazeni,Short term loans
2013,0,AUDA,MP314,Emakhazeni,Borrowing long term/refinancing
2013,-101491,AUDA,MP314,Emakhazeni,Increase (decrease) in consumer deposits
2013,0,AUDA,MP314,Emakhazeni,Decrease (Increase) in non-current debtors
2013,22256211,AUDA,MP314,Emakhazeni,Decrease (increase) other non-current receivables
2013,0,AUDA,MP314,Emakhazeni,Decrease (increase) in non-current investments
2013,180926015,AUDA,MP314,Emakhazeni,Total Cash Receipts by Source
2013,0,AUDA,MP314,Emakhazeni,Cash Payments by Type
2013,58653147,AUDA,MP314,Emakhazeni,Employee related costs
2013,4507203,AUDA,MP314,Emakhazeni,Remuneration of councillors
2013,0,AUDA,MP314,Emakhazeni,Collection costs
2013,1256343,AUDA,MP314,Emakhazeni,Interest paid
2013,29280762,AUDA,MP314,Emakhazeni,Bulk purchases - Electricity
2013,0,AUDA,MP314,Emakhazeni,Bulk purchases - Water & Sewer
2013,6453746,AUDA,MP314,Emakhazeni,Other materials
2013,105100,AUDA,MP314,Emakhazeni,Contracted services
2013,0,AUDA,MP314,Emakhazeni,Grants and subsidies paid - other municipalities
2013,0,AUDA,MP314,Emakhazeni,Grants and subsidies paid - other
2013,42720499,AUDA,MP314,Emakhazeni,General expenses
2013,142976800,AUDA,MP314,Emakhazeni,Cash Payments by Type
2013,0,AUDA,MP314,Emakhazeni,Other Cash Flows/Payments by Type
2013,34951010,AUDA,MP314,Emakhazeni,Capital assets
2013,0,AUDA,MP314,Emakhazeni,Repayment of borrowing
2013,0,AUDA,MP314,Emakhazeni,Other Cash Flows/Payments
2013,177927810,AUDA,MP314,Emakhazeni,Total Cash Payments by Type
2013,2998204,AUDA,MP314,Emakhazeni,Net Increase/(Decrease) in Cash Held
2013,-27646691,AUDA,MP314,Emakhazeni,Cash/cash equivalents at the month/year begin:
2013,-24648487,AUDA,MP314,Emakhazeni,Cash/cash equivalents at the month/year end:
2013,0,AUDA,MP315,Thembisile,Cash Receipts by Source
2013,0,AUDA,MP315,Thembisile,Property rates
2013,0,AUDA,MP315,Thembisile,Property rates - penalties & collection charges
2013,0,AUDA,MP315,Thembisile,Service charges - electricity revenue
2013,0,AUDA,MP315,Thembisile,Service charges - water revenue
2013,0,AUDA,MP315,Thembisile,Service charges - sanitation revenue
2013,0,AUDA,MP315,Thembisile,Service charges - refuse revenue
2013,0,AUDA,MP315,Thembisile,Service charges - other
2013,414537,AUDA,MP315,Thembisile,Rental of facilities and equipment
2013,4455732,AUDA,MP315,Thembisile,Interest earned - external investments
2013,0,AUDA,MP315,Thembisile,Interest earned - outstanding debtors
2013,0,AUDA,MP315,Thembisile,Dividends received
2013,112893,AUDA,MP315,Thembisile,Fines
2013,60401,AUDA,MP315,Thembisile,Licences and permits
2013,2170820,AUDA,MP315,Thembisile,Agency services
2013,226638456,AUDA,MP315,Thembisile,Transfer receipts - operational
2013,21352035,AUDA,MP315,Thembisile,Other revenue
2013,255204874,AUDA,MP315,Thembisile,Cash Receipts by Source
2013,0,AUDA,MP315,Thembisile,Other Cash Flows/Receipts by Source
2013,136960821,AUDA,MP315,Thembisile,Transfer receipts - capital
2013,0,AUDA,MP315,Thembisile,Contributions recognised - capital & Contributed assets
2013,0,AUDA,MP315,Thembisile,Proceeds on disposal of PPE
2013,0,AUDA,MP315,Thembisile,Short term loans
2013,0,AUDA,MP315,Thembisile,Borrowing long term/refinancing
2013,0,AUDA,MP315,Thembisile,Increase (decrease) in consumer deposits
2013,0,AUDA,MP315,Thembisile,Decrease (Increase) in non-current debtors
2013,0,AUDA,MP315,Thembisile,Decrease (increase) other non-current receivables
2013,0,AUDA,MP315,Thembisile,Decrease (increase) in non-current investments
2013,392165695,AUDA,MP315,Thembisile,Total Cash Receipts by Source
2013,0,AUDA,MP315,Thembisile,Cash Payments by Type
2013,82926389,AUDA,MP315,Thembisile,Employee related costs
2013,15884937,AUDA,MP315,Thembisile,Remuneration of councillors
2013,0,AUDA,MP315,Thembisile,Collection costs
2013,0,AUDA,MP315,Thembisile,Interest paid
2013,0,AUDA,MP315,Thembisile,Bulk purchases - Electricity
2013,105315291,AUDA,MP315,Thembisile,Bulk purchases - Water & Sewer
2013,0,AUDA,MP315,Thembisile,Other materials
2013,10459138,AUDA,MP315,Thembisile,Contracted services
2013,2863000,AUDA,MP315,Thembisile,Grants and subsidies paid - other municipalities
2013,0,AUDA,MP315,Thembisile,Grants and subsidies paid - other
2013,96524306,AUDA,MP315,Thembisile,General expenses
2013,313973061,AUDA,MP315,Thembisile,Cash Payments by Type
2013,0,AUDA,MP315,Thembisile,Other Cash Flows/Payments by Type
2013,150915098,AUDA,MP315,Thembisile,Capital assets
2013,0,AUDA,MP315,Thembisile,Repayment of borrowing
2013,0,AUDA,MP315,Thembisile,Other Cash Flows/Payments
2013,464888159,AUDA,MP315,Thembisile,Total Cash Payments by Type
2013,-72722464,AUDA,MP315,Thembisile,Net Increase/(Decrease) in Cash Held
2013,75911716,AUDA,MP315,Thembisile,Cash/cash equivalents at the month/year begin:
2013,3189252,AUDA,MP315,Thembisile,Cash/cash equivalents at the month/year end:
2013,0,AUDA,MP316,Dr JS Moroka,Cash Receipts by Source
2013,25836000,AUDA,MP316,Dr JS Moroka,Property rates
2013,0,AUDA,MP316,Dr JS Moroka,Property rates - penalties & collection charges
2013,0,AUDA,MP316,Dr JS Moroka,Service charges - electricity revenue
2013,0,AUDA,MP316,Dr JS Moroka,Service charges - water revenue
2013,0,AUDA,MP316,Dr JS Moroka,Service charges - sanitation revenue
2013,0,AUDA,MP316,Dr JS Moroka,Service charges - refuse revenue
2013,0,AUDA,MP316,Dr JS Moroka,Service charges - other
2013,0,AUDA,MP316,Dr JS Moroka,Rental of facilities and equipment
2013,8814000,AUDA,MP316,Dr JS Moroka,Interest earned - external investments
2013,0,AUDA,MP316,Dr JS Moroka,Interest earned - outstanding debtors
2013,0,AUDA,MP316,Dr JS Moroka,Dividends received
2013,0,AUDA,MP316,Dr JS Moroka,Fines
2013,0,AUDA,MP316,Dr JS Moroka,Licences and permits
2013,0,AUDA,MP316,Dr JS Moroka,Agency services
2013,234124000,AUDA,MP316,Dr JS Moroka,Transfer receipts - operational
2013,0,AUDA,MP316,Dr JS Moroka,Other revenue
2013,268774000,AUDA,MP316,Dr JS Moroka,Cash Receipts by Source
2013,0,AUDA,MP316,Dr JS Moroka,Other Cash Flows/Receipts by Source
2013,127526000,AUDA,MP316,Dr JS Moroka,Transfer receipts - capital
2013,0,AUDA,MP316,Dr JS Moroka,Contributions recognised - capital & Contributed assets
2013,-102353000,AUDA,MP316,Dr JS Moroka,Proceeds on disposal of PPE
2013,0,AUDA,MP316,Dr JS Moroka,Short term loans
2013,-1201000,AUDA,MP316,Dr JS Moroka,Borrowing long term/refinancing
2013,0,AUDA,MP316,Dr JS Moroka,Increase (decrease) in consumer deposits
2013,0,AUDA,MP316,Dr JS Moroka,Decrease (Increase) in non-current debtors
2013,0,AUDA,MP316,Dr JS Moroka,Decrease (increase) other non-current receivables
2013,0,AUDA,MP316,Dr JS Moroka,Decrease (increase) in non-current investments
2013,292746000,AUDA,MP316,Dr JS Moroka,Total Cash Receipts by Source
2013,0,AUDA,MP316,Dr JS Moroka,Cash Payments by Type
2013,263355000,AUDA,MP316,Dr JS Moroka,Employee related costs
2013,0,AUDA,MP316,Dr JS Moroka,Remuneration of councillors
2013,0,AUDA,MP316,Dr JS Moroka,Collection costs
2013,139000,AUDA,MP316,Dr JS Moroka,Interest paid
2013,0,AUDA,MP316,Dr JS Moroka,Bulk purchases - Electricity
2013,0,AUDA,MP316,Dr JS Moroka,Bulk purchases - Water & Sewer
2013,0,AUDA,MP316,Dr JS Moroka,Other materials
2013,0,AUDA,MP316,Dr JS Moroka,Contracted services
2013,0,AUDA,MP316,Dr JS Moroka,Grants and subsidies paid - other municipalities
2013,0,AUDA,MP316,Dr JS Moroka,Grants and subsidies paid - other
2013,0,AUDA,MP316,Dr JS Moroka,General expenses
2013,263494000,AUDA,MP316,Dr JS Moroka,Cash Payments by Type
2013,0,AUDA,MP316,Dr JS Moroka,Other Cash Flows/Payments by Type
2013,0,AUDA,MP316,Dr JS Moroka,Capital assets
2013,0,AUDA,MP316,Dr JS Moroka,Repayment of borrowing
2013,0,AUDA,MP316,Dr JS Moroka,Other Cash Flows/Payments
2013,263494000,AUDA,MP316,Dr JS Moroka,Total Cash Payments by Type
2013,29252000,AUDA,MP316,Dr JS Moroka,Net Increase/(Decrease) in Cash Held
